GISJOIN,POP20,BASENAME,State,NAME,STATE,url
G21049656,1512,Manchester,KY,Manchester city,Kentucky,
G13019084,1512,Comer,GA,Comer city,Georgia,https://www.cityofcomer.com/
G39045542,1510,Lynchburg,OH,Lynchburg village,Ohio,https://www.lynchburgohio.org/
G17078942,1510,Warsaw,IL,Warsaw city,Illinois,
G08041560,1509,Kremmling,CO,Kremmling town,Colorado,http://www.townofkremmling.org/
G18016084,1509,Crothersville,IN,Crothersville town,Indiana,http://crothersville.net/
G18066150,1508,Rossville,IN,Rossville town,Indiana,https://rossville.net/
G19005365,1508,Bedford,IA,Bedford city,Iowa,https://www.bedfordia.org/
G47008960,1507,Bruceton,TN,Bruceton town,Tennessee,
G06014736,1507,Colma,CA,Colma town,California,https://www.colma.ca.gov/
G39055118,1507,New Middletown,OH,New Middletown village,Ohio,http://villageofnewmiddletown.com/
G42048704,1507,Mercersburg,PA,Mercersburg borough,Pennsylvania,https://mercersburg.org/
G05046400,1506,Monette,AR,Monette city,Arkansas,https://cityofmonette.org/
G29072340,1506,Tarkio,MO,Tarkio city,Missouri,https://tarkiomo.com/
G28071480,1505,Summit,MS,Summit town,Mississippi,http://www.summitms.org/
G42005216,1505,Bell Acres,PA,Bell Acres borough,Pennsylvania,http://bellacresborough.org/
G20045325,1505,Meade,KS,Meade city,Kansas,http://cityofmeade.org/
G05058580,1505,Redfield,AR,Redfield city,Arkansas,
G17010630,1505,Cambria,IL,Cambria village,Illinois,
G17021683,1505,East Dubuque,IL,East Dubuque city,Illinois,https://www.cityofeastdubuque.com/
G48038992,1505,Kerens,TX,Kerens city,Texas,https://ci.kerens.tx.us/
G45024370,1505,Fairfax,SC,Fairfax town,South Carolina,
G17041859,1504,Lanark,IL,Lanark city,Illinois,https://lanarkil.gov/
G54051724,1504,Marmet,WV,Marmet city,West Virginia,http://townofmarmetwv.us/
G31019350,1504,Gordon,NE,Gordon city,Nebraska,https://www.gordon-ne.us/
G34022950,1504,Farmingdale,NJ,Farmingdale borough,New Jersey,https://www.farmingdaleborough.org/
G08016385,1502,Columbine Valley,CO,Columbine Valley town,Colorado,https://columbinevalley.org/
G19008695,1502,Brooklyn,IA,Brooklyn city,Iowa,https://www.brooklyniowa.com/
G39027902,1501,Fort Recovery,OH,Fort Recovery village,Ohio,https://www.fortrecovery.org/
G21084864,1501,Worthington,KY,Worthington city,Kentucky,https://www.worthingtonky.org/
G19036840,1501,Holstein,IA,Holstein city,Iowa,https://www.holsteiniowa.org/
G31046520,1501,Springfield,NE,Springfield city,Nebraska,http://springfieldne.org/
G40048750,1500,Minco,OK,Minco city,Oklahoma,http://www.minco-ok.com/
G17035385,1500,Hodgkins,IL,Hodgkins village,Illinois,https://www.villageofhodgkins.org/
G55036800,1498,Independence,WI,Independence city,Wisconsin,https://independencewi.org/
G48043252,1498,Lockney,TX,Lockney town,Texas,https://www.cityoflockney.com/
G17077473,1498,Venice,IL,Venice city,Illinois,
G55011750,1498,Cadott,WI,Cadott village,Wisconsin,https://villageofcadott.com/
G39072396,1497,Shreve,OH,Shreve village,Ohio,https://www.shreveohio.com/
G42027712,1496,Freedom,PA,Freedom borough,Pennsylvania,http://www.freedomborough.org/
G28066720,1496,Shannon,MS,Shannon town,Mississippi,https://townofshannon.org/
G42064560,1496,Richland,PA,Richland borough,Pennsylvania,https://richlandborough.org/
G24015400,1496,Charlestown,MD,Charlestown town,Maryland,https://www.charlestownmd.org/
G42041416,1496,Langhorne Manor,PA,Langhorne Manor borough,Pennsylvania,https://langhornemanor.org/
G54031492,1496,Glen Dale,WV,Glen Dale city,West Virginia,
G29017074,1495,Crane,MO,Crane city,Missouri,https://www.crane-mo.com/
G05048290,1495,Murfreesboro,AR,Murfreesboro city,Arkansas,
G48011716,1495,Caddo Mills,TX,Caddo Mills city,Texas,https://cityofcaddomills.com/
G08040515,1495,Kersey,CO,Kersey town,Colorado,http://www.kerseygov.com/
G29020314,1495,Duenweg,MO,Duenweg city,Missouri,https://duenwegmo.com/
G12049725,1495,North Redington Beach,FL,North Redington Beach town,Florida,https://townofnorthredingtonbeach.com/
G39055188,1494,New Paris,OH,New Paris village,Ohio,
G37016980,1494,Denton,NC,Denton town,North Carolina,https://www.townofdenton.com/
G16056980,1494,New Plymouth,ID,New Plymouth city,Idaho,https://www.npidaho.com/
G42082736,1493,West Conshohocken,PA,West Conshohocken borough,Pennsylvania,https://westconsho.com/
G55007800,1493,Black Earth,WI,Black Earth village,Wisconsin,https://www.blackearthwisconsin.com/
G54059836,1493,Nutter Fort,WV,Nutter Fort town,West Virginia,https://townofnutterfort.com/
G49010660,1492,Castle Dale,UT,Castle Dale city,Utah,https://www.visitcastledale.com/
G29043760,1492,Lone Jack,MO,Lone Jack city,Missouri,https://lonejackmo.org/
G39002400,1492,Arlington,OH,Arlington village,Ohio,https://villageofarlington.com/
G48017768,1492,Crosbyton,TX,Crosbyton city,Texas,https://www.cityofcrosbyton.org/
G40044500,1492,Luther,OK,Luther town,Oklahoma,http://townoflutherok.com/
G37035540,1491,Kenly,NC,Kenly town,North Carolina,https://townofkenly.com/
G53067875,1491,Stevenson,WA,Stevenson city,Washington,http://ci.stevenson.wa.us/
G46068020,1490,Wagner,SD,Wagner city,South Dakota,https://www.cityofwagner.org/
G47069680,1490,South Carthage,TN,South Carthage town,Tennessee,
G22060495,1490,Pine Prairie,LA,Pine Prairie village,Louisiana,
G18080234,1490,Warren Park,IN,Warren Park town,Indiana,
G41010850,1489,Cannon Beach,OR,Cannon Beach city,Oregon,https://www.ci.cannon-beach.or.us/
G48078208,1487,Wheeler,TX,Wheeler city,Texas,https://www.wheelertexas.org/
G09088050,1486,Woodmont,CT,Woodmont borough,Connecticut,https://www.boroughofwoodmont.us/
G49014840,1486,Coalville,UT,Coalville city,Utah,http://www.coalvillecity.org/
G42053968,1485,Newport,PA,Newport borough,Pennsylvania,http://www.newportboro.com/
G19080445,1484,Van Meter,IA,Van Meter city,Iowa,https://vanmeteria.gov/
G17005144,1484,Bement,IL,Bement village,Illinois,
G17084155,1484,Zeigler,IL,Zeigler city,Illinois,
G47024040,1483,Englewood,TN,Englewood town,Tennessee,https://www.townofenglewood.com/
G55007200,1483,Big Bend,WI,Big Bend village,Wisconsin,https://www.villageofbigbend.com/
G26061860,1481,Ovid,MI,Ovid city,Michigan,https://ovidmi.org/
G37062760,1481,Snow Hill,NC,Snow Hill town,North Carolina,https://www.snowhillnc.com/
G39072977,1481,Somerset,OH,Somerset village,Ohio,https://www.somersetohio.org/
G05030940,1481,Hazen,AR,Hazen city,Arkansas,https://cityofhazen.org/
G54057148,1480,Mullens,WV,Mullens city,West Virginia,
G20068350,1480,Stockton,KS,Stockton city,Kansas,https://www.stocktonks.com/
G13046552,1480,Lincolnton,GA,Lincolnton city,Georgia,
G42052984,1480,Nescopeck,PA,Nescopeck borough,Pennsylvania,
G39008392,1479,Bremen,OH,Bremen village,Ohio,https://website.bremenvillage.com/
G26086680,1479,White Cloud,MI,White Cloud city,Michigan,http://www.cityofwhitecloud.org/
G42049760,1479,Mill Hall,PA,Mill Hall borough,Pennsylvania,
G48005336,1479,Baird,TX,Baird city,Texas,
G17050881,1479,Mount Carroll,IL,Mount Carroll city,Illinois,https://www.mtcarrollil.org/
G17054092,1478,North Pekin,IL,North Pekin village,Illinois,http://northpekin.us/
G12029275,1478,Hawthorne,FL,Hawthorne city,Florida,https://www.cityofhawthorne.net/
G42020240,1478,Duncannon,PA,Duncannon borough,Pennsylvania,https://duncannonboro.org/
G36012870,1477,Castleton-on-Hudson,NY,Castleton-on-Hudson village,New York,https://www.castleton-on-hudson.org/
G48017036,1477,Corrigan,TX,Corrigan town,Texas,
G54058564,1476,New Haven,WV,New Haven town,West Virginia,https://local.wv.gov/NewHaven
G12033800,1476,Inglis,FL,Inglis town,Florida,https://www.townofinglis.org/
G40013750,1476,Cherokee,OK,Cherokee city,Oklahoma,https://www.cherokee-ok.us/
G42080040,1476,Versailles,PA,Versailles borough,Pennsylvania,
G42081456,1476,Waterford,PA,Waterford borough,Pennsylvania,http://waterfordboro.net/
G27054268,1475,Richmond,MN,Richmond city,Minnesota,https://www.ci.richmond.mn.us/
G42055840,1475,Oakdale,PA,Oakdale borough,Pennsylvania,http://www.oakdaleborough.com/
G20039550,1475,Leoti,KS,Leoti city,Kansas,http://www.leotikansas.org/
G29035468,1475,Ironton,MO,Ironton city,Missouri,https://www.irontonmo.gov/
G48072872,1474,Three Rivers,TX,Three Rivers city,Texas,https://www.gothreerivers.com/
G49025180,1474,Ferron,UT,Ferron city,Utah,http://www.ferroncity.org/
G37051840,1473,Pinebluff,NC,Pinebluff town,North Carolina,https://townofpinebluffnc.org/
G51026416,1473,Exmore,VA,Exmore town,Virginia,https://www.exmore.org/
G42003632,1473,Avis,PA,Avis borough,Pennsylvania,https://avisboro.org/
G36078663,1473,Waterville,NY,Waterville village,New York,https://villagewaterville.digitaltowpath.org:10791/
G55060250,1473,Orfordville,WI,Orfordville village,Wisconsin,https://www.orfordville.org/
G36042950,1472,Livonia,NY,Livonia village,New York,https://www.livoniany.org/
G29070576,1472,Steelville,MO,Steelville city,Missouri,http://steelville.com/
G01083640,1472,Woodstock,AL,Woodstock town,Alabama,https://www.townofwoodstockal.com/
G06036826,1472,Irwindale,CA,Irwindale city,California,https://www.irwindaleca.gov/
G53079275,1472,Winlock,WA,Winlock city,Washington,https://www.cityofwinlock.com/
G27014878,1472,Dassel,MN,Dassel city,Minnesota,https://dassel.com/
G08053175,1471,Nederland,CO,Nederland town,Colorado,https://nederlandco.org/
G47030760,1471,Graysville,TN,Graysville town,Tennessee,https://graysvilletn.org/
G53049275,1471,Nooksack,WA,Nooksack city,Washington,http://cityofnooksack.com/
G12067650,1471,South Palm Beach,FL,South Palm Beach town,Florida,https://www.southpalmbeach.com/
G19053310,1471,Monona,IA,Monona city,Iowa,https://cityofmonona.org/
G38008700,1470,Bowman,ND,Bowman city,North Dakota,http://www.bowmannd.com/
G39002092,1470,Anna,OH,Anna village,Ohio,https://villageofannaoh.com/
G26072960,1469,Shepherd,MI,Shepherd village,Michigan,https://www.villageofshepherd.org/
G13075888,1469,Tennille,GA,Tennille city,Georgia,
G22070525,1468,Simmesport,LA,Simmesport town,Louisiana,https://simmesportla.com/
G01073872,1468,Summerdale,AL,Summerdale town,Alabama,https://www.summerdaleal.com/
G20005500,1467,Belle Plaine,KS,Belle Plaine city,Kansas,http://www.bpks.org/
G48063008,1467,Rollingwood,TX,Rollingwood city,Texas,https://www.rollingwoodtx.gov/
G01026824,1466,Flomaton,AL,Flomaton town,Alabama,
G26071860,1466,Schoolcraft,MI,Schoolcraft village,Michigan,https://villageofschoolcraft.com/
G27014968,1466,Dawson,MN,Dawson city,Minnesota,https://www.dawsonmn.com/
G49022875,1466,Emigration Canyon,UT,Emigration Canyon metro township,Utah,https://www.ecmetro.org/
G48030632,1465,Grapeland,TX,Grapeland city,Texas,https://www.grapeland.com/
G26017320,1465,Coloma,MI,Coloma city,Michigan,https://www.cityofcoloma.org/
G17005209,1464,Benld,IL,Benld city,Illinois,
G20035600,1464,Johnson City,KS,Johnson City city,Kansas,https://www.johnsoncityks.com/
G36030411,1463,Greene,NY,Greene village,New York,https://www.nygreene.com/
G47070240,1462,Spencer,TN,Spencer town,Tennessee,https://www.cityofspencertn.com/
G53016690,1462,Darrington,WA,Darrington town,Washington,https://townofdarrington.com/
G37017340,1462,Dobson,NC,Dobson town,North Carolina,https://www.dobson-nc.com/
G38029460,1462,Garrison,ND,Garrison city,North Dakota,https://www.cityofgarrisonnd.com/
G39064542,1461,Powhatan Point,OH,Powhatan Point village,Ohio,
G13021716,1460,Darien,GA,Darien city,Georgia,https://cityofdarienga.com/
G27069844,1460,Wheaton,MN,Wheaton city,Minnesota,http://cityofwheaton.com/
G42047672,1458,Mars,PA,Mars borough,Pennsylvania,http://marsborough.com/
G31021905,1458,Hebron,NE,Hebron city,Nebraska,https://www.hebronnebraska.us/
G08019795,1458,Del Norte,CO,Del Norte town,Colorado,https://www.delnortecolorado.com/
G26076120,1458,Standish,MI,Standish city,Michigan,https://www.cityofstandish.com/
G28067000,1457,Shaw,MS,Shaw city,Mississippi,
G20037075,1456,Kinsley,KS,Kinsley city,Kansas,https://www.kinsleyks.com/
G17031732,1456,Gridley,IL,Gridley village,Illinois,https://www.villageofgridley.org/
G36047273,1455,Millbrook,NY,Millbrook village,New York,http://www.villageofmillbrookny.com/
G19048945,1455,Manning,IA,Manning city,Iowa,https://www.manningia.com/
G20015100,1455,Colwich,KS,Colwich city,Kansas,https://www.colwichks.org/
G39083972,1455,Weston,OH,Weston village,Ohio,https://www.westonohio.org/
G39039536,1455,Kalida,OH,Kalida village,Ohio,
G31006295,1454,Bridgeport,NE,Bridgeport city,Nebraska,https://www.cityofbport.com/
G49077890,1454,Uintah,UT,Uintah town,Utah,http://www.uintahcity.com/
G17066131,1454,Roxana,IL,Roxana village,Illinois,https://roxana-il.org/
G17042769,1454,Leland Grove,IL,Leland Grove city,Illinois,https://www.lelandgrove.com/
G54085876,1454,West Liberty,WV,West Liberty town,West Virginia,
G42007000,1454,Blawnox,PA,Blawnox borough,Pennsylvania,https://www.blawnox.com/
G55017100,1453,Cornell,WI,Cornell city,Wisconsin,https://cityofcornell.com/
G42040848,1451,Laflin,PA,Laflin borough,Pennsylvania,https://laflinboro.com/
G48029972,1450,Godley,TX,Godley city,Texas,https://godleytx.gov/
G30028000,1449,Fort Benton,MT,Fort Benton city,Montana,https://www.cityoffortbenton.com/
G54060364,1449,Oceana,WV,Oceana town,West Virginia,https://www.oceanacityhall.com/
G34066240,1449,Sea Bright,NJ,Sea Bright borough,New Jersey,http://www.seabrightnj.org/
G55053875,1448,Montello,WI,Montello city,Wisconsin,http://www.cityofmontello.com/
G36058475,1448,Plandome,NY,Plandome village,New York,https://www.villageofplandome.org/
G31047955,1447,Sutton,NE,Sutton city,Nebraska,http://www.cityofsutton.org/
G20071125,1447,Towanda,KS,Towanda city,Kansas,https://www.cityoftowanda.com/
G29080314,1447,Winchester,MO,Winchester city,Missouri,http://www.city.winchester.mo.us/
G35022720,1447,Elephant Butte,NM,Elephant Butte city,New Mexico,http://cityofelephantbutte.com/
G08057300,1447,Paonia,CO,Paonia town,Colorado,https://townofpaonia.colorado.gov/
G26057140,1446,Newberry,MI,Newberry village,Michigan,http://www.villageofnewberry.com/
G12036475,1446,Keystone Heights,FL,Keystone Heights city,Florida,https://www.keystoneheights.us/
G36037022,1446,Huntington Bay,NY,Huntington Bay village,New York,https://www.huntingtonbay.org/
G51042424,1445,Kilmarnock,VA,Kilmarnock town,Virginia,https://www.kilmarnockva.com/
G28024500,1445,Fayette,MS,Fayette city,Mississippi,http://www.fayettems.com/
G37071780,1444,Weldon,NC,Weldon town,North Carolina,https://www.historicweldonnc.com/
G28045240,1444,Marks,MS,Marks city,Mississippi,
G54084940,1443,Wayne,WV,Wayne town,West Virginia,
G17017185,1443,Crainville,IL,Crainville village,Illinois,https://www.crainville.net/
G35017050,1442,Columbus,NM,Columbus village,New Mexico,
G27065164,1442,Tonka Bay,MN,Tonka Bay city,Minnesota,https://www.cityoftonkabay.net/
G19053490,1442,Montezuma,IA,Montezuma city,Iowa,http://montezumaiowa.org/
G36046239,1442,Mayville,NY,Mayville village,New York,http://www.villageofmayville.com/
G28048560,1441,Monticello,MS,Monticello town,Mississippi,https://www.monticello.ms.gov/
G12033900,1441,Interlachen,FL,Interlachen town,Florida,https://www.interlachen-fl.gov/
G24055925,1441,New Windsor,MD,New Windsor town,Maryland,https://newwindsormd.gov/
G39038220,1441,Jackson Center,OH,Jackson Center village,Ohio,https://jacksoncenter.com/
G41062900,1441,Rockaway Beach,OR,Rockaway Beach city,Oregon,https://corb.us/
G55048350,1441,Manawa,WI,Manawa city,Wisconsin,https://cityofmanawa.org/
G22056820,1441,Oak Grove,LA,Oak Grove town,Louisiana,https://townofoakgrove.com/
G31040710,1441,Ravenna,NE,Ravenna city,Nebraska,https://myravenna.com/
G37051820,1440,Pilot Mountain,NC,Pilot Mountain town,North Carolina,https://www.pilotmountainnc.org/
G13002592,1440,Aragon,GA,Aragon city,Georgia,https://www.cityofaragon.com/
G55022550,1439,Edgar,WI,Edgar village,Wisconsin,https://www.vil.edgar.wi.us/
G54048148,1439,Logan,WV,Logan city,West Virginia,
G53036045,1438,Kittitas,WA,Kittitas city,Washington,http://www.cityofkittitas.com/
G21067998,1438,St. Regis Park,KY,St. Regis Park city,Kentucky,http://www.stregispark.net/
G34029460,1438,Hampton,NJ,Hampton borough,New Jersey,http://www.hamptonboro.org/
G55004550,1437,Bangor,WI,Bangor village,Wisconsin,https://villageofbangor.com/
G48009448,1437,Booker,TX,Booker town,Texas,
G34066480,1436,Seaside Park,NJ,Seaside Park borough,New Jersey,https://www.seasideparknj.org/
G42071248,1436,Smethport,PA,Smethport borough,Pennsylvania,https://smethportpa.org/
G17027065,1435,Forreston,IL,Forreston village,Illinois,https://www.forreston.municipalimpact.com/
G27021986,1434,Fosston,MN,Fosston city,Minnesota,https://www.fosston.com/
G29040340,1433,Lake Winnebago,MO,Lake Winnebago city,Missouri,https://cityoflakewinnebago.com/
G17079163,1433,Waterman,IL,Waterman village,Illinois,https://villageofwaterman.com/
G17046604,1433,Maple Park,IL,Maple Park village,Illinois,https://villageofmaplepark.org/
G21002656,1433,Audubon Park,KY,Audubon Park city,Kentucky,https://www.audubonparkky.org/
G55053325,1432,Mishicot,WI,Mishicot village,Wisconsin,https://www.mishicot.org/
G51002040,1432,Appalachia,VA,Appalachia town,Virginia,https://www.townofappalachiava.us/
G18075626,1432,Thorntown,IN,Thorntown town,Indiana,https://townofthorntown.com/
G51076256,1431,Stuart,VA,Stuart town,Virginia,https://townofstuartva.com/
G49050040,1431,Milford,UT,Milford city,Utah,https://www.milfordcityutah.com/
G40039900,1431,Kingston,OK,Kingston town,Oklahoma,
G26043340,1431,Kingsley,MI,Kingsley village,Michigan,http://www.villageofkingsley.com/
G39008336,1430,Bratenahl,OH,Bratenahl village,Ohio,https://www.bratenahl.org/
G40012050,1430,Carnegie,OK,Carnegie town,Oklahoma,
G39084196,1430,West Salem,OH,West Salem village,Ohio,http://westsalemvillage.com/
G39062834,1429,Pioneer,OH,Pioneer village,Ohio,http://www.villageofpioneer.org/
G21079068,1428,Vanceburg,KY,Vanceburg city,Kentucky,https://www.cityofvanceburg.com/
G01053856,1428,New Brockton,AL,New Brockton town,Alabama,https://www.newbrocktonal.org/
G41021150,1428,Dunes City,OR,Dunes City city,Oregon,http://dunescityhall.com/
G22016375,1428,Colfax,LA,Colfax town,Louisiana,
G42044416,1426,Loganville,PA,Loganville borough,Pennsylvania,https://www.loganvillepa.us/
G42068056,1426,Saxonburg,PA,Saxonburg borough,Pennsylvania,https://www.saxonburgpa.com/
