GISJOIN,POP20,BASENAME,State,NAME,STATE,url
G18082790,325,West Harrison,IN,West Harrison town,Indiana,https://townofwestharrison.org/
G47061520,325,Ramer,TN,Ramer city,Tennessee,
G19052545,325,Minburn,IA,Minburn city,Iowa,https://www.minburn.org/
G37065320,324,Stovall,NC,Stovall town,North Carolina,https://www.stovallnc.org/
G37022620,324,Falcon,NC,Falcon town,North Carolina,
G51040024,324,Iron Gate,VA,Iron Gate town,Virginia,https://irongateva.us/
G27015886,324,Dexter,MN,Dexter city,Minnesota,https://dextermn.com/
G17031667,324,Greenwood,IL,Greenwood village,Illinois,
G21038670,324,Hunters Hollow,KY,Hunters Hollow city,Kentucky,https://www.cityofhuntershollow.org/
G54052780,324,Meadow Bridge,WV,Meadow Bridge town,West Virginia,
G20066650,324,South Haven,KS,South Haven city,Kansas,https://www.cityofsouthhaven.com/
G17026350,323,Flat Rock,IL,Flat Rock village,Illinois,
G27058306,323,Sanborn,MN,Sanborn city,Minnesota,https://www.cityofsanbornmn.org/
G38070260,323,St. Thomas,ND,St. Thomas city,North Dakota,https://stthomasnd.govoffice3.com/
G17047449,323,Mason,IL,Mason town,Illinois,
G49005490,323,Bicknell,UT,Bicknell town,Utah,http://www.bicknellutah.com/
G40011300,323,Cameron,OK,Cameron town,Oklahoma,
G38069980,322,St. John,ND,St. John city,North Dakota,
G38049020,322,McClusky,ND,McClusky city,North Dakota,http://www.mccluskynd.com/
G12008725,322,Brooker,FL,Brooker town,Florida,http://townofbrooker.com/
G26055220,322,Montgomery,MI,Montgomery village,Michigan,https://www.montgomeryvillage.com/
G17067132,322,St. Peter,IL,St. Peter village,Illinois,https://theinnatsaintpeters.com/
G08007190,322,Blanca,CO,Blanca town,Colorado,http://users.gojade.org/~blancaco/
G55055950,322,Nelson,WI,Nelson village,Wisconsin,https://www.villageofnelson.org/
G19055200,322,Mystic,IA,Mystic city,Iowa,
G39000450,322,Adelphi,OH,Adelphi village,Ohio,https://adelphiohio.com/
G19062625,322,Peterson,IA,Peterson city,Iowa,https://www.petersoncontractors.com/
G20027200,322,Grainfield,KS,Grainfield city,Kansas,https://www.betterbuiltkansas.com/
G48028008,321,Gallatin,TX,Gallatin city,Texas,http://www.gallatintexas.com/
G48008752,321,Bloomburg,TX,Bloomburg town,Texas,
G16055450,321,Mud Lake,ID,Mud Lake city,Idaho,
G45011755,321,Carlisle,SC,Carlisle town,South Carolina,https://www.townofcarlisle.com/
G48011968,321,Callisburg,TX,Callisburg city,Texas,https://www.cisdtx.net/
G27027404,321,Hartland,MN,Hartland city,Minnesota,https://www.hartlandmn.com/
G01069840,321,Shiloh,AL,Shiloh town,Alabama,https://townofshiloh.com/
G17068471,321,Seatonville,IL,Seatonville village,Illinois,
G46061700,321,Stickney,SD,Stickney town,South Dakota,http://www.stickneysd.com/
G39028798,321,Freeport,OH,Freeport village,Ohio,
G26031180,321,Gagetown,MI,Gagetown village,Michigan,
G55028000,320,Friesland,WI,Friesland village,Wisconsin,https://villageoffriesland.com/
G19018390,320,Danbury,IA,Danbury city,Iowa,https://www.danbury-ia.com/
G40049600,320,Mountain Park,OK,Mountain Park town,Oklahoma,https://mtnparkok.org/
G49048830,320,Meadow,UT,Meadow town,Utah,
G17032616,320,Hanaford,IL,Hanaford village,Illinois,
G21067656,320,Sadieville,KY,Sadieville city,Kentucky,https://www.sadievilleky.gov/
G55009025,320,Bowler,WI,Bowler village,Wisconsin,
G31045400,320,Silver Creek,NE,Silver Creek village,Nebraska,
G45049390,320,Neeses,SC,Neeses town,South Carolina,
G31039030,320,Phillips,NE,Phillips village,Nebraska,https://phillipsne.com/
G31009445,320,Clearwater,NE,Clearwater village,Nebraska,https://clearwaterne.com/
G18053478,319,New Point,IN,New Point town,Indiana,
G31012245,319,Davenport,NE,Davenport village,Nebraska,https://www.ci.davenport.ne.us/
G27041210,319,Maynard,MN,Maynard city,Minnesota,https://maynardmn.govoffice2.com/
G17001205,319,Alto Pass,IL,Alto Pass village,Illinois,
G19039000,319,Irwin,IA,Irwin city,Iowa,
G42016304,319,Corsica,PA,Corsica borough,Pennsylvania,https://boroughofcorsica.com/
G38070980,319,Sawyer,ND,Sawyer city,North Dakota,
G39004752,319,Beaverdam,OH,Beaverdam village,Ohio,https://beaverdamoh.com/
G31010390,319,Cook,NE,Cook village,Nebraska,
G48073124,319,Tira,TX,Tira town,Texas,
G48076576,319,Warren City,TX,Warren City city,Texas,
G38001180,319,Alexander,ND,Alexander city,North Dakota,https://www.cityofalexandernd.com/
G01048064,319,Mentone,AL,Mentone town,Alabama,http://mentonealabama.gov/
G28005380,319,Bentonia,MS,Bentonia town,Mississippi,
G05015700,319,Cove,AR,Cove town,Arkansas,
G45043360,318,Lynchburg,SC,Lynchburg town,South Carolina,
G53001500,318,Almira,WA,Almira town,Washington,http://www.almirawashington.com/
G29060140,318,Purcell,MO,Purcell city,Missouri,
G26081680,318,Vandalia,MI,Vandalia village,Michigan,http://villageofvandaliami.com/
G05021820,318,Enola,AR,Enola town,Arkansas,
G29051446,318,Neelyville,MO,Neelyville city,Missouri,
G17046240,318,Malden,IL,Malden village,Illinois,
G17000919,318,Alma,IL,Alma village,Illinois,
G31051175,318,Wallace,NE,Wallace village,Nebraska,https://villageofwallace-ne.com/
G39019694,317,Cumberland,OH,Cumberland village,Ohio,https://cumberlandvillageaiken.com/
G18032332,317,Hartsville,IN,Hartsville town,Indiana,https://townofhartsville.com/
G40025400,317,Fanshawe,OK,Fanshawe town,Oklahoma,
G40027350,317,Fort Supply,OK,Fort Supply town,Oklahoma,
G40023350,317,Eldorado,OK,Eldorado town,Oklahoma,
G28048240,317,Mize,MS,Mize town,Mississippi,
G20033075,317,Hope,KS,Hope city,Kansas,https://www.cityofhopeks.com/
G40069400,317,Sportsmen Acres,OK,Sportsmen Acres town,Oklahoma,
G05070540,317,Twin Groves,AR,Twin Groves town,Arkansas,
G39026796,317,Fayetteville,OH,Fayetteville village,Ohio,https://www.fayettevilleoh.us/
G46066540,317,Veblen,SD,Veblen city,South Dakota,
G48073964,317,Turkey,TX,Turkey city,Texas,
G53004895,317,Beaux Arts Village,WA,Beaux Arts Village town,Washington,https://www.beauxarts-wa.gov/
G17015209,317,Coalton,IL,Coalton village,Illinois,
G54043300,317,Kermit,WV,Kermit town,West Virginia,https://local.wv.gov/kermit/
G18001360,317,Amboy,IN,Amboy town,Indiana,
G29079054,316,Westwood,MO,Westwood village,Missouri,
G26005660,316,Barton Hills,MI,Barton Hills village,Michigan,
G21012358,316,Campton,KY,Campton city,Kentucky,
G12037300,316,La Crosse,FL,La Crosse town,Florida,http://townoflacrosse.net/
G42046944,316,Manns Choice,PA,Manns Choice borough,Pennsylvania,
G26031160,316,Gaastra,MI,Gaastra city,Michigan,
G01047728,316,Maytown,AL,Maytown town,Alabama,
G26013820,316,Casnovia,MI,Casnovia village,Michigan,
G17008420,316,Broadlands,IL,Broadlands village,Illinois,
G08055705,315,Olney Springs,CO,Olney Springs town,Colorado,
G39033740,315,Harrisburg,OH,Harrisburg village,Ohio,
G42077808,315,Tunnelhill,PA,Tunnelhill borough,Pennsylvania,
G35022020,315,Eagle Nest,NM,Eagle Nest village,New Mexico,https://www.eaglenest.org/
G45006040,315,Bethune,SC,Bethune town,South Carolina,
G48042004,315,Leakey,TX,Leakey city,Texas,
G17003454,314,Baldwin,IL,Baldwin village,Illinois,
G54054892,314,Mitchell Heights,WV,Mitchell Heights town,West Virginia,
G29056558,314,Pattonsburg,MO,Pattonsburg city,Missouri,https://www.pattonsburgmo.org/
G42041512,314,Laporte,PA,Laporte borough,Pennsylvania,
G29067718,314,Sibley,MO,Sibley village,Missouri,
G42012104,314,Centerport,PA,Centerport borough,Pennsylvania,
G13038348,314,Higgston,GA,Higgston town,Georgia,
G56011120,314,Burlington,WY,Burlington town,Wyoming,https://burlingtonwy.com/
G39067118,314,Ridgeway,OH,Ridgeway village,Ohio,
G17059156,314,Perry,IL,Perry village,Illinois,
G28043840,313,McLain,MS,McLain town,Mississippi,
G48024816,313,Eureka,TX,Eureka city,Texas,https://eurekatx.municipalimpact.com/
G19028020,313,Floyd,IA,Floyd city,Iowa,
G20028850,313,Gridley,KS,Gridley city,Kansas,https://www.gridleyks.org/
G19047820,313,McCausland,IA,McCausland city,Iowa,https://www.cityofmccausland.com/
G48054192,313,Orchard,TX,Orchard city,Texas,https://www.orchardtexas.net/
G37060505,313,Seven Devils,NC,Seven Devils town,North Carolina,https://www.sevendevils.net/
G17042587,313,Lee,IL,Lee village,Illinois,https://www.villageoflee.com/
G47018880,313,Cumberland Gap,TN,Cumberland Gap town,Tennessee,http://www.townofcumberlandgap.com/
G21025552,313,Eubank,KY,Eubank city,Kentucky,
G17066287,313,Ruma,IL,Ruma village,Illinois,
G26008100,313,Beulah,MI,Beulah village,Michigan,https://www.villageofbeulah.net/
G17022151,312,Easton,IL,Easton village,Illinois,https://www.villageofeaston.com/
G29024328,312,Fisk,MO,Fisk city,Missouri,
G19028425,312,Fort Atkinson,IA,Fort Atkinson city,Iowa,https://www.fortatkinsoniowa.com/
G53021730,312,Endicott,WA,Endicott town,Washington,
G49029360,312,Glendale,UT,Glendale town,Utah,https://www.glendaletown.org/
G51040232,312,Ivor,VA,Ivor town,Virginia,http://www.townofivor.com/
G05004960,312,Belleville,AR,Belleville city,Arkansas,
G13041344,312,Iron City,GA,Iron City town,Georgia,
G40025450,312,Fargo,OK,Fargo town,Oklahoma,
G27057238,312,St. Martin,MN,St. Martin city,Minnesota,
G31034300,312,Nickerson,NE,Nickerson village,Nebraska,
G31028420,312,Lodgepole,NE,Lodgepole village,Nebraska,https://lodgepolene.com/
G39068042,312,Rocky Ridge,OH,Rocky Ridge village,Ohio,
G08036610,312,Hillrose,CO,Hillrose town,Colorado,http://www.hillrosecolorado.org/
G13064680,312,Rentz,GA,Rentz city,Georgia,
G29075238,312,Uplands Park,MO,Uplands Park village,Missouri,http://uplandsparkmo.com/
G02041940,312,Koyuk,AK,Koyuk city,Alaska,
G48041872,311,Lawn,TX,Lawn town,Texas,https://cityoflawntx.com/home
G46030740,311,Hudson,SD,Hudson town,South Dakota,
G17039532,311,Kenney,IL,Kenney village,Illinois,
G40000700,311,Agra,OK,Agra town,Oklahoma,
G28067840,311,Sidon,MS,Sidon town,Mississippi,
G01017968,311,County Line,AL,County Line town,Alabama,http://mycountyline.org/
G42035624,311,Hop Bottom,PA,Hop Bottom borough,Pennsylvania,https://hopbottompa.com/
G26016280,311,Clayton,MI,Clayton village,Michigan,https://villageofclaytonmi.gov/
G17050920,311,Mount Clare,IL,Mount Clare village,Illinois,
G40077950,311,Wakita,OK,Wakita town,Oklahoma,
G48036068,311,Iola,TX,Iola city,Texas,
G21080958,311,Waverly,KY,Waverly city,Kentucky,
G36044424,311,Madison,NY,Madison village,New York,
G26033260,310,Grand Beach,MI,Grand Beach village,Michigan,https://www.grandbeach.org/
G17002206,310,Armington,IL,Armington village,Illinois,
G39063996,310,Polk,OH,Polk village,Ohio,
G37070320,310,Waco,NC,Waco town,North Carolina,http://www.townofwaco.com/
G48050496,310,Nazareth,TX,Nazareth city,Texas,
G05053990,310,Patterson,AR,Patterson city,Arkansas,
G29076966,310,Wardell,MO,Wardell town,Missouri,
G31047395,310,Stratton,NE,Stratton village,Nebraska,https://www.strattonnebraska.com/
G19032475,310,Granville,IA,Granville city,Iowa,
G42036288,310,Hunker,PA,Hunker borough,Pennsylvania,https://hunkerborough.com/
G13038920,310,Hiltonia,GA,Hiltonia town,Georgia,
G27009802,310,Canton,MN,Canton city,Minnesota,https://cantonmn.com/
G17038856,310,Kampsville,IL,Kampsville village,Illinois,
G39031948,310,Green Camp,OH,Green Camp village,Ohio,
G56039105,309,Hulett,WY,Hulett town,Wyoming,http://townofhulettwy.com/
G13060984,309,Pinehurst,GA,Pinehurst city,Georgia,https://cityofpinehurstga.com/
G17004806,309,Belle Rive,IL,Belle Rive village,Illinois,
G31024670,309,Johnson,NE,Johnson village,Nebraska,
G48019288,309,Darrouzett,TX,Darrouzett town,Texas,
G56051720,309,Meeteetse,WY,Meeteetse town,Wyoming,http://www.townofmeeteetse.org/
G18053532,309,New Richmond,IN,New Richmond town,Indiana,
G18053550,309,New Ross,IN,New Ross town,Indiana,
G55045950,309,Lowell,WI,Lowell village,Wisconsin,https://townoflowell.com/
G40011100,309,Calvin,OK,Calvin town,Oklahoma,
G29063857,309,Saddlebrooke,MO,Saddlebrooke village,Missouri,https://www.saddlebrookevillage.com/
G17010773,309,Campbell Hill,IL,Campbell Hill village,Illinois,
G55019850,309,De Soto,WI,De Soto village,Wisconsin,https://desotowi.com/
G54027940,309,Flemington,WV,Flemington town,West Virginia,
G29065034,309,St. Mary,MO,St. Mary city,Missouri,http://www.cityofstmarymo.com/
G36024867,309,Fabius,NY,Fabius village,New York,https://townoffabius.com/
G42067632,309,Saltillo,PA,Saltillo borough,Pennsylvania,
G26088240,309,Wolverine,MI,Wolverine village,Michigan,http://villageofwolverine.com/
G20071800,309,Turon,KS,Turon city,Kansas,
G16080470,308,Tetonia,ID,Tetonia city,Idaho,https://tetoniaidaho.com/
G27029636,308,Hollandale,MN,Hollandale city,Minnesota,
G17062757,308,Ransom,IL,Ransom village,Illinois,
G21010198,308,Brownsboro Village,KY,Brownsboro Village city,Kentucky,http://www.brownsborovillage.org/
G39064262,308,Port Jefferson,OH,Port Jefferson village,Ohio,
G36028959,308,Gilbertsville,NY,Gilbertsville village,New York,https://gilbertsvilleny.org/
G17045174,308,Ludlow,IL,Ludlow village,Illinois,
G19084450,308,West Okoboji,IA,West Okoboji city,Iowa,https://cityofwestokoboji.org/
G49047620,308,Manila,UT,Manila town,Utah,https://www.manilautah.com/
G39049896,307,Midland,OH,Midland village,Ohio,
G19085800,307,Williams,IA,Williams city,Iowa,
G42022128,307,Eau Claire,PA,Eau Claire borough,Pennsylvania,
G45062080,307,Ruby,SC,Ruby town,South Carolina,
G27008416,307,Buckman,MN,Buckman city,Minnesota,
G49022870,307,Emery,UT,Emery town,Utah,
G06080448,307,Trinidad,CA,Trinidad city,California,http://trinidad.ca.gov/
G55039000,307,Kellnersville,WI,Kellnersville village,Wisconsin,
G27044818,306,Murdock,MN,Murdock city,Minnesota,http://cityofmurdock.com/
G40018550,306,Crowder,OK,Crowder town,Oklahoma,
G36005848,306,Bemus Point,NY,Bemus Point village,New York,https://www.bemuspointny.org/
G01018952,306,Cuba,AL,Cuba town,Alabama,
G02053930,306,Nightmute,AK,Nightmute city,Alaska,
G18066510,306,Russellville,IN,Russellville town,Indiana,
G55035400,306,Hollandale,WI,Hollandale village,Wisconsin,https://hollandalewi.com/
G37029120,306,Hamilton,NC,Hamilton town,North Carolina,https://www.town-of-hamilton.org/
G39058912,306,Osgood,OH,Osgood village,Ohio,
G28068960,306,Snow Lake Shores,MS,Snow Lake Shores town,Mississippi,
G17004507,306,Beaverville,IL,Beaverville village,Illinois,
G18048744,306,Michiana Shores,IN,Michiana Shores town,Indiana,https://townofmichianashores.org/
G13032860,306,Gillsville,GA,Gillsville city,Georgia,https://gillsvillega.com/
G26047560,305,Lincoln,MI,Lincoln village,Michigan,
G34010330,305,Cape May Point,NJ,Cape May Point borough,New Jersey,https://www.capemaypoint.org/
G29039566,305,Laclede,MO,Laclede city,Missouri,
G37010760,305,Casar,NC,Casar town,North Carolina,
G21018270,305,Creekside,KY,Creekside city,Kentucky,http://www.creeksidecity.com/
G27014446,305,Cyrus,MN,Cyrus city,Minnesota,https://cityofcyrus.com/
G47018820,305,Cumberland City,TN,Cumberland City town,Tennessee,
G29019504,305,Diggins,MO,Diggins village,Missouri,
G13083952,305,Woodland,GA,Woodland city,Georgia,http://www.cityofwoodlandga.org/
G08007795,305,Boone,CO,Boone town,Colorado,
G31029050,305,Long Pine,NE,Long Pine city,Nebraska,
G28066400,305,Seminary,MS,Seminary town,Mississippi,
G48036140,305,Iredell,TX,Iredell city,Texas,
G17026077,305,Fillmore,IL,Fillmore village,Illinois,
G51016880,305,Claremont,VA,Claremont town,Virginia,
G55003025,305,Arpin,WI,Arpin village,Wisconsin,
G05025060,305,Fredonia (Biscoe),AR,Fredonia (Biscoe) town,Arkansas,
G05006040,305,Biggers,AR,Biggers town,Arkansas,
G39002274,305,Aquilla,OH,Aquilla village,Ohio,https://aquillavillage.wixsite.com/ohio
G05027790,305,Grady,AR,Grady city,Arkansas,
G19027390,305,Fertile,IA,Fertile city,Iowa,https://fertileiowa.us/
G28002100,304,Artesia,MS,Artesia town,Mississippi,
G39069204,304,Rushville,OH,Rushville village,Ohio,
G22076615,304,Tullos,LA,Tullos town,Louisiana,
G27041912,304,Middle River,MN,Middle River city,Minnesota,https://middle-river.com/
G28001820,304,Arcola,MS,Arcola town,Mississippi,
G20008475,304,Bronson,KS,Bronson city,Kansas,
G19040395,304,Kelley,IA,Kelley city,Iowa,
G22026350,304,Forest,LA,Forest village,Louisiana,
G02034350,304,Huslia,AK,Huslia city,Alaska,
G27010792,303,Ceylon,MN,Ceylon city,Minnesota,https://cityofceylon.com/
G39055874,303,Ney,OH,Ney village,Ohio,https://villageofney.com/
G21084414,303,Woodburn,KY,Woodburn city,Kentucky,
G37024170,303,Forest Hills,NC,Forest Hills village,North Carolina,https://www.villageofforesthills.org/
G18026152,303,Fulton,IN,Fulton town,Indiana,
G21031870,303,Goose Creek,KY,Goose Creek city,Kentucky,
G24022275,303,Deer Park,MD,Deer Park town,Maryland,
G05050030,303,Norman,AR,Norman town,Arkansas,
G21038908,303,Hyden,KY,Hyden city,Kentucky,https://www.cityofhyden.com/
G30022600,303,Dutton,MT,Dutton town,Montana,https://townofdutton.com/
G17025713,302,Fayetteville,IL,Fayetteville village,Illinois,
G19007210,302,Bode,IA,Bode city,Iowa,http://cityofbode.org/
G46005620,302,Bison,SD,Bison town,South Dakota,
G20049425,302,Natoma,KS,Natoma city,Kansas,https://cityofnatoma.com/
G51009016,302,Boydton,VA,Boydton town,Virginia,https://boydton.org/
G16060760,302,Parker,ID,Parker city,Idaho,
G51000724,302,Alberta,VA,Alberta town,Virginia,
G19052815,302,Mingo,IA,Mingo city,Iowa,http://www.mymingoiowa.com/
G20017600,302,Delphos,KS,Delphos city,Kansas,
G55058850,302,Oakdale,WI,Oakdale village,Wisconsin,
G08065740,302,Romeo,CO,Romeo town,Colorado,
G12050875,301,Ocean Breeze,FL,Ocean Breeze town,Florida,https://townofoceanbreeze.com/
G36047427,301,Millport,NY,Millport village,New York,
G42023768,301,Enon Valley,PA,Enon Valley borough,Pennsylvania,
G19047055,301,Luana,IA,Luana city,Iowa,
G38008500,301,Bowbells,ND,Bowbells city,North Dakota,
G12010975,301,Caryville,FL,Caryville town,Florida,https://caryvillefl.com/
G37011352,301,Cedar Rock,NC,Cedar Rock village,North Carolina,https://www.villageofcedarrock.org/
G55045400,301,Loganville,WI,Loganville village,Wisconsin,https://villageofloganvillewi.com/
G05029020,301,Grubbs,AR,Grubbs city,Arkansas,
G47011980,301,Cedar Hill,TN,Cedar Hill city,Tennessee,
G40003500,301,Avant,OK,Avant town,Oklahoma,
G02046010,301,McGrath,AK,McGrath city,Alaska,https://www.cityofmcgrath.org/
G31044070,301,Scotia,NE,Scotia village,Nebraska,
G01008104,301,Boligee,AL,Boligee town,Alabama,
G42082200,301,Wellsville,PA,Wellsville borough,Pennsylvania,
G48063404,301,Rosser,TX,Rosser village,Texas,
G30052900,301,Nashua,MT,Nashua town,Montana,
G40041350,301,Lamont,OK,Lamont town,Oklahoma,https://townoflamont.weebly.com/
G17005898,300,Biggsville,IL,Biggsville village,Illinois,
G29063902,300,Saginaw,MO,Saginaw village,Missouri,
G51024752,300,Eastville,VA,Eastville town,Virginia,https://townofeastville.com/
G54036220,300,Hedgesville,WV,Hedgesville town,West Virginia,https://www.hedgesvillewv.us/
G21083424,300,Willisburg,KY,Willisburg city,Kentucky,https://williamsburgky.com/
G42074672,300,Stoystown,PA,Stoystown borough,Pennsylvania,
G26016420,300,Clifford,MI,Clifford village,Michigan,http://www.villageofclifford.com/
G24044450,300,Kitzmiller,MD,Kitzmiller town,Maryland,https://www.kitzmillermd.org/
G46011380,300,Chancellor,SD,Chancellor town,South Dakota,
G13043360,300,Keysville,GA,Keysville city,Georgia,http://keysvillega.org/
G17024673,300,Ewing,IL,Ewing village,Illinois,
G29019990,300,Downing,MO,Downing city,Missouri,
G17044719,300,Loraine,IL,Loraine village,Illinois,
G16004420,299,Bancroft,ID,Bancroft city,Idaho,http://www.cityofbancroft.com/
G53029255,299,Hamilton,WA,Hamilton town,Washington,https://www.townofhamiltonwa.com/
G21022474,299,Druid Hills,KY,Druid Hills city,Kentucky,https://druidhillsky.gov/
G26059860,299,Oakley,MI,Oakley village,Michigan,
G49042560,299,Laketown,UT,Laketown town,Utah,https://laketownutah.com/
G42017976,298,Daisytown,PA,Daisytown borough,Pennsylvania,
G17046422,298,Manlius,IL,Manlius village,Illinois,
G47012380,297,Centertown,TN,Centertown town,Tennessee,
G19062445,297,Persia,IA,Persia city,Iowa,
G53036850,297,LaCrosse,WA,LaCrosse town,Washington,http://www.lacrossewa.us/
G36045073,297,Mannsville,NY,Mannsville village,New York,https://www.villageofmannsville.com/
G48011536,297,Burton,TX,Burton city,Texas,https://cityofburton-tx.gov/
G42080640,297,Wallaceton,PA,Wallaceton borough,Pennsylvania,
G19072345,297,Sheldahl,IA,Sheldahl city,Iowa,
G53050045,297,Northport,WA,Northport town,Washington,http://northportwa.us/
G20053525,296,Otis,KS,Otis city,Kansas,
G22055910,296,North Hodge,LA,North Hodge village,Louisiana,
G31050895,296,Waco,NE,Waco village,Nebraska,
G54081268,296,Tunnelton,WV,Tunnelton town,West Virginia,https://local.wv.gov/tunnelton
G31049530,296,Unadilla,NE,Unadilla village,Nebraska,https://unadillanebraska.com/
G19044670,296,Lester,IA,Lester city,Iowa,https://www.lesteriowa.com/
G27014428,296,Cuyuna,MN,Cuyuna city,Minnesota,https://www.ci.cuyuna.mn.us/
G28042960,296,Lyon,MS,Lyon town,Mississippi,
G31032585,296,Monroe,NE,Monroe village,Nebraska,
G08001530,296,Alma,CO,Alma town,Colorado,http://townofalma.com/wordpress/
G05008440,296,Branch,AR,Branch city,Arkansas,
G37002460,296,Atkinson,NC,Atkinson town,North Carolina,https://www.atkinsonnc.org/
G04083790,296,Winkelman,AZ,Winkelman town,Arizona,https://winkelmanaz.com/
G39010254,296,Burbank,OH,Burbank village,Ohio,http://villageofburbankohio.com/
G19003385,296,Atalissa,IA,Atalissa city,Iowa,
G17038869,296,Kane,IL,Kane village,Illinois,https://www.countyofkane.org/
G48073580,295,Trent,TX,Trent town,Texas,
G27021122,295,Finlayson,MN,Finlayson city,Minnesota,https://finlaysonmn.govoffice2.com/
G19070320,295,Salix,IA,Salix city,Iowa,http://www.salixiowa.com/
G27014518,295,Dakota,MN,Dakota city,Minnesota,https://www.cityofdakotamn.com/
G13064932,295,Rhine,GA,Rhine town,Georgia,
G28029900,295,Gunnison,MS,Gunnison town,Mississippi,
G29009694,295,Bunker,MO,Bunker city,Missouri,
G31038130,294,Palisade,NE,Palisade village,Nebraska,http://www.palisade-ne.com/
G27026378,294,Hackensack,MN,Hackensack city,Minnesota,https://cityofhackensackmn.org/
G29020980,294,East Lynne,MO,East Lynne city,Missouri,
G22021170,294,Dodson,LA,Dodson village,Louisiana,
G01030760,294,Gordon,AL,Gordon town,Alabama,https://townofgordon.org/
G20016025,294,Courtland,KS,Courtland city,Kansas,https://www.courtlandks.com/
G21072770,294,Spring Mill,KY,Spring Mill city,Kentucky,https://cityofspringmill.com/
G19008650,294,Bronson,IA,Bronson city,Iowa,
G05014950,293,Colt,AR,Colt city,Arkansas,
G26065800,293,Port Hope,MI,Port Hope village,Michigan,https://porthopemich.com/
G40022400,293,Eakly,OK,Eakly town,Oklahoma,
G17064837,293,Rock City,IL,Rock City village,Illinois,
G20072525,293,Uniontown,KS,Uniontown city,Kansas,http://www.cityofuniontown.net/
G36017882,293,Constableville,NY,Constableville village,New York,
G17066157,293,Royal,IL,Royal village,Illinois,https://villageofroyal.com/
G22021135,293,Dixie Inn,LA,Dixie Inn village,Louisiana,https://villageofdixieinn.com/
G42046120,293,McEwensville,PA,McEwensville borough,Pennsylvania,http://www.mcewensvilleboro.com/
G05021580,293,Emerson,AR,Emerson town,Arkansas,
G35062620,293,Reserve,NM,Reserve village,New Mexico,
G05046190,293,Mitchellville,AR,Mitchellville city,Arkansas,
G40048500,293,Mill Creek,OK,Mill Creek town,Oklahoma,
G36020896,293,Dresden,NY,Dresden village,New York,http://dresdenny.ourlocalview.com/
G37044160,293,Mooresboro,NC,Mooresboro town,North Carolina,
G36018597,293,Cove Neck,NY,Cove Neck village,New York,https://www.coveneck.org/
G42042824,292,LeRaysville,PA,LeRaysville borough,Pennsylvania,
G46032020,292,Iroquois,SD,Iroquois city,South Dakota,
G47044420,292,Lynnville,TN,Lynnville town,Tennessee,
G55018125,292,Curtiss,WI,Curtiss village,Wisconsin,https://villageofcurtiss.org/
G38020300,292,Drake,ND,Drake city,North Dakota,
G42060264,292,Pillow,PA,Pillow borough,Pennsylvania,https://www.pillowpa.org/
G20069775,291,Sylvan Grove,KS,Sylvan Grove city,Kansas,
G40033150,291,Haworth,OK,Haworth town,Oklahoma,
G29013654,291,Chilhowee,MO,Chilhowee town,Missouri,
G29053174,291,Northmoor,MO,Northmoor city,Missouri,http://cityofnorthmoormo.com/
G27024884,291,Granada,MN,Granada city,Minnesota,
G31039975,291,Prague,NE,Prague village,Nebraska,http://www.villageofprague.com/
G19041295,291,Kimballton,IA,Kimballton city,Iowa,
G42004599,291,Bear Creek Village,PA,Bear Creek Village borough,Pennsylvania,https://home.bearcreekvillageborough.org/
G27005050,291,Belview,MN,Belview city,Minnesota,http://www.belview.org/
G19045660,291,Liscomb,IA,Liscomb city,Iowa,
G20008425,291,Brewster,KS,Brewster city,Kansas,https://www.brewsterkansas.com/
G42040016,291,Kistler,PA,Kistler borough,Pennsylvania,
G13054992,290,Newington,GA,Newington town,Georgia,https://www.newingtonga.com/
G19013395,290,Cincinnati,IA,Cincinnati city,Iowa,
G40052700,290,North Miami,OK,North Miami town,Oklahoma,
G49080970,290,Wallsburg,UT,Wallsburg town,Utah,https://wallsburg.org/
G29038846,290,Kingston,MO,Kingston city,Missouri,
G55057375,290,Nichols,WI,Nichols village,Wisconsin,https://villageofnichols.com/
G13015648,289,Chauncey,GA,Chauncey city,Georgia,
G36002550,289,Argyle,NY,Argyle village,New York,http://www.argyle-village.org/
G48007396,289,Bellevue,TX,Bellevue city,Texas,
G28004540,289,Beauregard,MS,Beauregard village,Mississippi,
G18042606,289,Leavenworth,IN,Leavenworth town,Indiana,https://townofleavenworth.org/
G48017312,289,Coupland,TX,Coupland city,Texas,https://cityofcouplandtx.us/
G17021605,289,East Cape Girardeau,IL,East Cape Girardeau village,Illinois,
G45051550,289,Norway,SC,Norway town,South Carolina,https://townofnorwaysc.com/
G27028484,289,Hendrum,MN,Hendrum city,Minnesota,https://hendrummn.com/
G29006526,289,Blue Eye,MO,Blue Eye town,Missouri,
G05057230,289,Prattsville,AR,Prattsville town,Arkansas,
G40061850,289,Randlett,OK,Randlett town,Oklahoma,
G47028680,289,Garland,TN,Garland town,Tennessee,
G17078175,289,Virgil,IL,Virgil village,Illinois,https://villageofvirgil.net/
G18039366,288,Kempton,IN,Kempton town,Indiana,
G17069810,288,Sibley,IL,Sibley village,Illinois,
G31008675,288,Chambers,NE,Chambers village,Nebraska,
G46007300,288,Bristol,SD,Bristol city,South Dakota,https://www.bristolsd.com/
G08064090,288,Rico,CO,Rico town,Colorado,https://townofrico.colorado.gov/
